url,n_users,description
https://www.politico.com/news/2022/01/03/january-6-capitol-riot-house-democrats-525975,2,"For most Democrats, the biggest affront wasn't even the violence by Donald Trump's supporters. It was the votes more than 140 of their GOP colleagues took afterward."
https://www.nbcnews.com/politics/donald-trump/capitol-rioter-compares-attacks-treatment-jews-germany-rcna10162,2,nbcnews.com | Capitol rioter compares attacks on her to treatment of Jews in Germany
https://polinews.org/networks-urged-to-refuse-live-coverage-of-trumps-upcoming-press-conference-on-anniversary-of-jan-6th-capitol-siege/,2,It's about time!
https://bipartisanreport.com/2022/01/04/jan-6-committee-subpoenas-phone-records-of-oath-keepers/,2,The January 6 Select Committee is hot on the trail of two Oath Keepers from Florida who sued to halt Verizon from handing over their personal phone records. The phone company notified Kelly and Connie Meggs a month ago that their records had been subpoenaed. In the lawsuit attorneys claimed the subp...
https://bipartisanreport.com/2022/01/02/liz-cheney-reveals-latest-evidence-from-of-jan-6-investigation/,2,"During an appearance on ABC’s This Week on Sunday, Rep. Liz Cheney (R-Wyo.) — who is the vice chair of the House committee that’s investigating the Capitol riot — confirmed that the panel has “firsthand testimony” revealing that then-President Donald Trump was watching television coverag..."
https://www.npr.org/2022/01/04/1070408567/house-jan-6-committee-seeks-to-question-fox-news-sean-hannity-about-capitol-riot,2,"In its request to speak with Hannity, the panel disclosed newly revealed texts he allegedly sent, including one on Jan. 5 that said: ""[I'm] very worried about the next 48 hours."""
https://www.npr.org/2021/12/30/1068601539/as-the-jan-6-attack-anniversary-nears-one-capitol-officer-fears-a-violent-repeat,2,
https://www.reuters.com/world/us/us-senate-vote-changing-rules-if-republicans-obstruct-voting-rights-law-schumer-2022-01-03/,2,"The U.S. Senate will vote this month on whether to change its rules to make it easier to pass a bill protecting voting rights, top Democrat Chuck Schumer said on Monday, days before the anniversary of the deadly Jan. 6 attack the Capitol building."
https://www.newsandguts.com/link/popular-info-the-truth-about-corporate-contributions-to-republican-objectors-since-january-6/,2,Corporate contributions to Republican objectors has plummeted according to Judd Legum of Popular Information.
https://www.newsandguts.com/cheney-calls-trump-inaction-on-jan-6-serious-dereliction-of-duty/,2,"This week will mark the one year anniversary of the attack on the Capitol by Trump supporters. On January 6th, 2021, at the urging of the former president, a mob descended on the heart of the American democracy. Many of the Trump supporters were intent on stopping the certification of the election....."
https://www.nbcnews.com/news/us-news/proud-boys-leaders-jan-6-charges-upheld-rcna10296,2,nbcnews.com | Judge refuses to dismiss charges against Proud Boys leaders over Jan. 6 riot
https://abcnews.go.com/Politics/majority-americans-jan-attack-threatened-democracy-poll/story?id=['81990555'],2,abcnews.go.com | Majority of Americans think Jan. 6 attack threatened democracy: POLL
https://www.motherjones.com/politics/2022/01/january-6-committee-sean-hannity-text-messages-trump-meadows/,2,Newly disclosed communications show the Fox News star in close touch with the Trump White House on the eve of the insurrection.
https://www.wweek.com/restaurants/2022/01/01/kachka-swaps-tips-for-a-flat-service-fee-to-better-pay-staff/,2,"New Year’s Day is a traditional launching point for resolutions. So it’s appropriate that on the afternoon of Jan. 1, 2022, Russian-inspired restaurant Kachka announced an intention of its own: a more equitable model for how it treats its employees.Starting Jan. 6—the restaurant is on a holida..."
https://www.msnbc.com/morning-joe/watch/rep-raskin-reflects-on-january-6-attacks-why-he-favors-primetime-hearings-on-insurrection-130169925722,2,"Member of the January 6 select committee, Rep. Jamie Raskin, D-Md., joins Morning Joe to discuss some of the committee's recent requests, his reaction to an interview with former Donald Trump adviser Peter Navarro and why he favors primetime-type hearings."
https://www.msnbc.com/opinion/2022-year-trump-charged-crime-n1286802,2,"On New Year's Day 2022, we have yet to see any major political figure held accountable for the assault on our democracy."
https://www.broadwayworld.com/article/THE-MUSIC-MAN-Extends-Cancellations-Through-January-5-20211229,2,"Performances of Broadway’s The Music Man are cancelled through January 5, 2022."
https://www.huffpost.com/entry/swedish-scarf-capitol-riot-january-6-trump_n_61a1651ce4b025be1ae976bc,2,"The bearded man, who was based in the LA area, had eluded online sleuths who have successfully identified dozens of rioters."
https://abcnews.go.com/Politics/virginia-sen-tim-kaine-arrives-capitol-27-hours/story?id=['82067117'],2,"Virginia Sen. Tim Kaine tweeted Tuesday he had been trapped overnight, among hundreds of others, in snowstorm traffic jam on Interstate 95."
https://www.politico.com/news/2022/01/02/house-jan-6-committee-popular-republicans-526092,2,Three out of five respondents say Trump is responsible for the events that led to the U.S. Capitol riot.
https://www.politico.com/news/2022/01/04/police-officer-lawsuits-capitol-riot-trump-526491,2,"Three more officers who responded to the Jan. 6 attack filed a lawsuit against the former president Tuesday, seeking damages for physical and emotional injuries."
https://bipartisanreport.com/2021/12/29/air-force-employee-busted-by-feds-over-jan-6-coup/,2,Ohio resident — and Air Force Base employee — Jared Samuel Kastner has now joined those facing federal criminal charges for their participation in the Capitol riot. Kastner is an employee at the Air Force Life Cycle Management Center (AFLCMC) at Wright-Patterson Air Force Base in Ohio; the entit...
https://www.pbs.org/newshour/politics/schumer-announces-senate-vote-on-filibuster-change,1,"Schumer says in a letter to colleagues that the Senate ""must evolve."" Pointing to the Jan. 6 attack on the Capitol, he says the rules changes are needed to protect democracy."
https://www.npr.org/2022/01/05/1070675936/ag-merrick-garland-jan-6-riot-accountable-anniversary,1,"In a speech delivered Wednesday, the attorney general said the Justice Department ""will follow the facts wherever they lead....The actions we have taken thus far will not be our last."""
https://www.npr.org/2022/01/05/1069977469/a-timeline-of-how-the-jan-6-attack-unfolded-including-who-said-what-and-when,1,This week marks the one year anniversary of the insurrection at the U.S. Capitol. Here's a timeline of how the day unfolded.
https://www.pbs.org/newshour/show/brooks-and-capehart-on-how-american-democracy-fared-in-2021-and-their-hopes-for-2022,1,"New York Times columnist David Brooks and Washington Post columnist Jonathan Capehart join Amna Nawaz to discuss the year in politics, including the Jan. 6 insurrection and response, the social and political effect of the pandemic, how voting laws were affected, and how it all impacted democracy."
https://www.pbs.org/newshour/show/how-fox-news-personalities-amplified-divisions-disinformation-around-jan-6,1,"Text messages sent to Mark Meadows on Jan. 6 came from some of President Trump’s closest allies, urgently requesting him to stop the siege on the Capitol. Some of those allies included key Fox News personalities, like Sean Hannity and Laura Ingraham, who later that day suggested the crowd was not ..."
http://act.boldprogressives.org/whipcount/drain-the-traitors,1,
https://www.npr.org/2022/01/04/1069793647/rep-jamie-raskin-searches-for-answers-in-unthinkable-journey-of-trauma-and-grief,1,"In a new memoir, the Democratic congressman recounts a year of loss and grief after the death of son Tommy — and a motivation to right the wrongs that occurred on Jan. 6."
https://www.npr.org/2022/01/03/1069764164/american-democracy-poll-jan-6,1,"On the anniversary of the Jan. 6 attack on the U.S. Capitol, a new NPR/Ipsos poll finds that Americans are pessimistic about the future of democracy, as false claims about the 2020 election persist."
https://www.msn.com/en-us/news/politics/i-don-t-think-that-s-a-good-idea-gop-shudders-at-trump-jan-6-speech/ar-AASqIVF?ocid=['ob-fb-enus-1541512262291'],1,msn.com | 'I don't think that's a good idea': GOP shudders at Trump Jan. 6 speech
https://www.msn.com/en-us/news/politics/trump-sued-by-another-capitol-police-officer/ar-AASqHya?ocid=['ob-fb-enus-1541512262291'],1,msn.com | Trump sued by another Capitol Police officer
https://www.msn.com/en-us/news/us/judge-rules-against-proud-boys-using-first-amendment-defense-in-jan-6-case/ar-AASdhzh?ocid=['ob-fb-enus-1541512262291'],1,msn.com | Judge rules against Proud Boys using First Amendment defense in Jan. 6 case
https://www.msnbc.com/opinion/trump-s-election-theft-allies-need-be-expelled-house-n1286181,1,Jim Jordan is one of six House Freedom Caucus members who need to be removed.
https://www.msnbc.com/rachel-maddow-show/attack-s-anniversary-nears-jan-6-investigation-reaches-new-level-n1286662,1,"The Jan. 6 committee's investigation is quietly and methodically moving forward, and in the new year, it'll reach an intense new level."
https://www.msnbc.com/rachel-maddow-show/cheney-jan-6-probe-full-picture-coming-light-n1286839,1,"""I don't think there's any area of this broader history in which we aren't learning new things,"" Liz Cheney said of the Jan. 6 investigation."
https://www.msnbc.com/rachel-maddow-show/mitch-mcconnell-changes-his-tune-about-jan-6-investigation-n1286683,1,msnbc.com | Mitch McConnell changes his tune about the Jan. 6 investigation
https://www.msnbc.com/rachel-maddow/watch/giuliani-aide-s-submission-to-the-january-6th-committee-exposes-new-facet-of-trump-plot-130069061971,1,"Nicholas Wu, congressional reporter for Politico, talks with Rachel Maddow about materials given to the January 6th Committee by Rudy Giuliani sidekick Bernie Kerik, including mention of a ""draft letter from POTUS to seize evidence in the interest of national security for the 2020 elections."""
https://www.nbcnews.com/politics/congress/schumer-calls-democracy-reforms-prevent-more-jan-6-style-events-n1286854,1,nbcnews.com | Schumer calls for 'democracy reforms' to prevent more Jan. 6-style events
https://www.newsandguts.com/1-6-committee-will-hold-public-hearings-soon/,1,"The House select committee investigating the Capitol riot will hold public hearings in the new year, according to The Washington Post. The outlet adds that a “ample interim report” will be issued by summer and a final report will be released before the 2022 midterms. Earlier this month, Rep. Liz..."
https://www.pbs.org/newshour/show/tamara-keith-and-amy-walter-on-jan-6-riot-voting-rights-build-back-better-negotiations,1,"NPR’s Tamara Keith and Amy Walter of the Cook Political Report with Amy Walter join Judy Woodruff to discuss the latest political news, including how the Jan. 6 riot has played out in the past year, the Democrats’ push to pass voting rights laws, and the fate of the Build Back Better Act."
https://www.newsandguts.com/jan-6-committee-reveals-new-text-messages-from-fox-host-sean-hannity/,1,Fox News host Sean Hannity is being asked to cooperate with the Select Committee investigating the insurrection. Axios reports: Hannity is one of the most prominent media figures in America and was a close adviser to Donald Trump throughout his presidency. The committee revealed last month that Hann...
https://www.npr.org/2021/12/23/1065277246/trump-big-lie-jan-6-election,1,"Fueling the Jan. 6 insurrection was the ""Big Lie"" that Donald Trump won the election. One year later, many warn that lie has metastasized and now poses an even graver threat to American democracy."
https://www.npr.org/2022/01/02/1068891351/january-6-insurrection-capitol-attack-trump-anniversary,1,"It's been a year since that pro-Trump mob stormed the Capitol. I was there when it happened, and I was also there months later when they tried to shift the blame."
https://www.npr.org/2022/01/03/1069157693/2022-politics-biden-democrats-election-capitol-riot-abortion-supreme-court,1,"From control of Congress and the strength of the Biden presidency to potential Jan. 6 committee revelations and the future of abortion rights, there's a lot at stake in 2022."
https://www.pbs.org/newshour/show/it-was-do-or-die-capitol-police-officers-pan-efforts-to-whitewash-jan-6-riot,1,"Police officers were on the frontlines defending the United States Capitol on Jan. 6. For many of them, and even the Capitol Police force as a whole, the year since has been difficult. Officers like Harry Dunn are still recovering from the emotional scars sustained that day. Others, like Capitol Pol..."
https://www.politico.com/news/2022/01/02/trump-capitol-riot-aftermath-526277,1,"The riot at the Capitol briefly looked like it had broken Trump's hold on the GOP. Instead, he has reaffirmed his dominion over the party."
https://www.pbs.org/newshour/show/texans-explain-what-animated-their-loved-ones-neighbors-to-storm-the-capitolone-year-later-2,1,"This week marks one year since the insurrection at the United States Capitol on Jan. 6. William Brangham reports from one part of the country that produced an outsized number of people charged in the capitol riots, and heard from others in that community who are still trying to understand the forces..."
https://www.washingtonpost.com/weather/2022/01/03/snow-dc-january/,1,"Kids sledding, puppies frolicking and flights cancelled — winter is here."
https://www.timesfreepress.com/cartoons/2022/jan/03/january-6th/5225/,1,
https://www.washingtonpost.com/dc-md-va/2022/01/02/jan-6-capitol-workers-quit/,1,"The trauma suffered by thousands of legislative aides, police officers and blue-collar workers after the Jan. 6 insurrection has prompted some to leave the Capitol."
https://www.washingtonpost.com/dc-md-va/2022/01/04/capitol-police-officer-sues-trump/,1,"A 10-year veteran of the U.S. Capitol Police has sued Donald Trump, saying the former president incited the Jan. 6 attack on the Capitol."
https://www.washingtonpost.com/nation/interactive/2022/photos-jan-6-capitol/,1,"Photographers documented the events as a pro-Trump mob stormed through the hallowed halls of Congress on Jan. 6, but some of the most powerful images were almost never made."
https://www.washingtonpost.com/opinions/2022/01/04/harry-dunn-aquilino-gonell-capitol-police-jan-6/,1,The nation's wounds — like ours — won't heal until congressional and criminal justice authorities learn the whole truth and take the necessary actions.
https://www.washingtonpost.com/opinions/2022/01/04/liz-cheney-trump-jan-6-smoking-gun/,1,How the Jan. 6 committee is bearing down on Trump's corruption and what can be done about it.
https://www.washingtonpost.com/opinions/interactive/2022/ann-telnaes-jan-6-capitol-cartoon/,1,A who’s who of those connected to the Jan. 6 insurrection
https://www.washingtonpost.com/politics/2021/12/31/capitol-deadly-attack-insurrection-arrested-convicted/,1,The U.S. attorney's office in the District released the update as the nation prepares for the one-year anniversary of the attack.
https://www.washingtonpost.com/transportation/2021/12/30/amtrak-trains-canceled-weather-omicron/,1,Amtrak said it was reducing its scheduled through January 6 as it battled bad weather and a spike in covid cases among its workforce.
https://www.westacademic.com/Alexander-et-al.s-Beyond-Imagination-The-January-6-Insurrection-9781636598741,1,Alexander et al.’s Beyond Imagination?: The January 6 Insurrection Qty Imprint West Academic Publishing ISBN-13 9781636598741 NSIID:342043Primary Subject Constitutional Law Format Softbound Copyright 2022 Series Coursebook Publication Date 12/30/2021 Included withyour purchaseFREE 14-day digital a...
https://www.thedailybeast.com/alex-jones-threatens-to-dish-dirt-on-donald-trump-for-pushing-covid-19-vaccine,1,The one-time presidential pal has been taking massive swings at Trump over his endorsement and subsequent push of the jab.
https://www.whec.com/rochester-new-york-news/rcsd-will-pivot-to-remote-learning-starting-thursday/6350045/,1,"Limited staff and subs has prompted the Rochester City School District to temporarily go online starting Thur., Jan. 6."
https://www.witf.org/2022/01/03/capitol-rioters-tears-remorse-dont-spare-them-from-jail/,1,"More than 220 people have been charged with assaulting or impeding law enforcement officers at the Capitol, according to the Justice Department."
https://www.wnct.com/news/politics/called-a-martyr-by-some-capitol-rioter-ashli-babbitts-past-tells-a-more-complex-story/,1,"In the months before her death, Babbitt had become consumed by pro-Trump conspiracy theories and posted angry screeds on social media. She also had a history of making violent threats."
https://www.wral.com/politifact-s-lie-of-the-year-falsehoods-about-the-jan-6-capitol-attack/20054993/,1,"In the days that followed Jan. 6, President Trump, some of the loudest and most influential members of the Republican Party and vocal partisan media personalities offered a deluge of justifications, excuses and conspiracy theories to reframe the events."
https://www.yorkdispatch.com/story/news/2022/01/02/jan-6-committee-prepares-go-public-findings-mount/9071477002/,1,"In the coming months, members of the panel will start to reveal their findings against the backdrop of the former president and his allies’ persistent efforts to whitewash the riots and reject suggestions that he helped instigate them."
https://www.yorkdispatch.com/story/news/2022/01/03/ashli-babbitt-jan-6-martyr-her-past-tells-more-complex-story/9078818002/,1,Ashli Babbitt has become a Jan. 6 martyr among some far-right activists. The truth is more complicated.
https://www.youtube.com/watch?v=['A6KWv4qa5AI'],1,The Jan. 6 committee released private text messages sent from Fox News host Sean Hannity to Mark Meadows and others in the days before and during the insurre...
https://www.youtube.com/watch?v=['Lw2L_vGUMtE'],1,"Provided to YouTube by Universal Music GroupMachine Gun (Live) · Jimi HendrixBand Of Gypsys℗ A Capitol Records release; ℗ 1970 Experience Hendrix, L.L.CRelea..."
https://www.youtube.com/watch?v=['er8NKT3dwrw'],1,"The FBI is seeking to identify individuals involved in violent assaults on federal law enforcement officers (AFO) at the U.S. Capitol on January 6, 2021. Cal..."
https://www.theonion.com/republicans-accuse-ocasio-cortez-of-not-being-anywhere-1846200281,1,"WASHINGTON--Pointing out the inconsistency in her personal account of the Jan. 6 insurrection, republicans accused New York Rep. Alexandria Ocasio-Cortez Thursday of not being anywhere near the place they told the Capitol mob she would be. “She was supp..."
https://www.stripes.com/theaters/us/2022-01-04/jan-6-committee-investigation-4180619.html,1,"In the days following the Jan. 6, 2021, attack on the Capitol, lawmakers began to discuss the need for an investigation focused on what led to the attack, how the building was breached so easily and how any similar event can be prevented from happening again."
https://www.pbs.org/newshour/show/the-republican-party-is-paying-millions-for-trumps-legal-bills-heres-why,1,"A year out of office, former President Donald Trump faces a series of investigations looking into his role in the Jan. 6 riot, potential business fraud, and sexual assault allegations. Despite that, and no longer holding office, Trump remains a key figure in the Republican Party. David Farenthold, w..."
https://www.politico.com/news/2022/01/04/ruben-gallego-merrick-garland-capitol-attack-526480,1,The Arizona Democrat also directed his ire at GOP lawmakers who he accused of trying to shield Jan. 6 rioters.
https://www.pennlive.com/nation-world/2021/12/capitol-attack-charges-stick-against-purported-proud-boys-leaders-from-pa-elsewhere.html,1,Defense attorneys argued that the four men are charged with conduct that is protected by the First Amendment right to free speech.
https://www.politicalflare.com/2021/12/beverly-hills-salon-owners-life-is-falling-apart-ever-since-she-participated-in-capitol-riots/,1,"Intelligencer’s Kerry Howley was on a mission: to investigate the lives of three Capitol rioters to find out how they became involved in the January 6 insurrection and what situations they are in now. As she conducted her exploration, Howley discovered one of the rioters is in particularly dire st..."
https://www.politico.com/news/2021/12/31/kerik-documents-jan-6-committee-526297,1,The former New York City Police commissioner also provided a “privilege log” describing materials he declined to provide to the committee.
https://www.msn.com/en-us/news/politics/capitol-police-officer-says-it-s-a-disgrace-that-pence-is-dismissing-january-6-we-did-everything-possible-to-prevent-him-from-being-hanged-and-killed-in-front-of-his-daughter-and-his-wife/ar-AAShI8k?ocid=['ob-fb-enus-1541512262291'],1,msn.com | Capitol police officer says it's a 'disgrace' that Pence is dismissing January 6: 'We did everything possible to prevent him from being hanged and killed in front of his daughter and his wife'
https://www.politico.com/news/2022/01/03/capitol-police-union-private-security-proposal-526395,1,"“We need to hire more officers — period. The last thing we need are private security contractors who are not trained to our standards,” the chair of the union said in a statement sent to POLITICO."
https://www.politico.com/news/2022/01/03/could-january-6th-happen-again-526167,1,The Capitol Police has made progress under a new chief. But many on the Hill don't have an easy answer.
https://www.politico.com/news/2022/01/03/trumpworld-jan-6-526291,1,The administration officials who defected from the administration over the riots have almost all receded from public view even as Trump’s stayed put.
https://www.politico.com/news/2022/01/04/doj-domestic-terrorism-sentences-jan-6-526407,1,"Some judges have debated whether the charges qualify as “crimes of terrorism,” but prosecutors have repeatedly pulled back by citing unspecified “facts and circumstances.”"
https://www.politico.com/news/2022/01/04/pentagon-extremism-ranks-jan-6-526441,1,The military put stricter rules in place after Jan. 6. But will those efforts stick?
https://www.politico.com/news/2022/01/05/jan-6-anniversary-capitol-police-officers-response-526024,1,"""It's been a hell of a year"" for officers Aquilino Gonell, Harry Dunn and Daniel Hodges. They're not done healing yet."
https://www.stripes.com/theaters/us/2022-01-03/new-capitol-police-chief-thomas-manger-low-morale-4165856.html,1,The new Capitol Police chief acknowledges department morale remains low but says he’s taken important steps on intelligence and preparation for future incidents.
https://www.politico.com/news/magazine/2021/12/24/worst-politics-predictions-2021-525853,1,"We all make mistakes. But some people got things really, really wrong this year."
https://www.propublica.org/article/recent-interviews-shed-new-light-on-jan-6-attack-on-the-capitol?token=['NsltylGOzNNC7D8xSqZkKG29jHeaD4cl'],1,"An updated documentary from ProPublica, FRONTLINE and Berkeley Journalism’s Investigative Reporting Program tracks the migration of fringe election conspiracies into the mainstream. It airs Tuesday, Jan. 4, at 10 p.m. EST."
https://www.redletterchristians.org/remembering-the-insurrection/,1,It was a terrible day for America and a terrible day for all of us who love Jesus.
https://www.reuters.com/world/us/biden-speak-truth-honor-law-enforcement-jan-6-anniversary-white-house-2022-01-04/,1,"President Joe Biden will mark the one-year anniversary of the deadly Jan. 6 assault on the U.S. Capitol by Donald Trump's followers with a speech on Thursday warning of the threats to democracy, while Trump abandoned plans for a news conference that day as he reprised his attacks on Democrats and th..."
https://www.rollingstone.com/politics/politics-news/peter-navarro-interview-jan-6-electoral-college-1277938/,1,The former trade adviser discusses how he briefed Trump on election fraud and helped hatch a scheme to block the vote certification on Jan. 6. “There were over 100 congressmen ready to implem…
https://www.salon.com/2021/12/29/marjorie-taylor-greene-must-be-expelled-for-toying-with-the-idea-of-civil-war-congressman-says_partner/,1,Greene was previously stripped of her committee assignments after less than one month in office
https://www.slcl.org/authors,1,
https://www.stripes.com/theaters/us/2022-01-01/shaken-january-six-attack-capitol-workers-quit-jobs-4148645.html,1,One House staffer quit after awakening one night and imagining a pack of Proud Boys amassing outside his apartment door. Another left after questioning whether strangers he encountered had helped plot the attack.
https://www.stripes.com/theaters/us/2022-01-02/capitol-riot-investigation-sentenced-express-remorse-4152357.html,1,"The Justice Department's investigation of the riot has now entered the punishment phase. So far, 71 people have been sentenced for riot-related crimes."
https://www.msn.com/en-us/news/politics/hogan-says-it-s-insane-anyone-could-watch-jan-6-and-believe-it-was-just-tourists-looking-at-statues/ar-AASmqxD?ocid=['ob-fb-enus-1541512262291'],1,msn.com | Hogan says it's 'insane' anyone could watch Jan. 6 and believe it was 'just tourists looking at statues'
https://www.jared.com/jewelry/le-vian/c/7000000139?loadMore=['1'],1,"Le Vian chocolate diamonds will be sure to turn heads. With our collection of Le Vian necklaces, rings & earrings, find the perfect piece at Jared today!"
https://www.mprnews.org/story/2022/01/04/teachers-at-culture-war-front-lines-with-jan-6-education,1,Teachers have found themselves on the front lines of the culture wars as the anniversary of the insurrection at the U.S. Capitol arrives.
https://polinews.org/tx-sheriff-lt-who-was-present-at-jan-6th-capitol-riot-called-it-the-best-day-of-her-life-has-officially-been-canned-from-her-job/,1,"Boy, those just desserts are sweet."
https://bipartisanreport.com/2022/01/02/criminal-referral-for-donald-trump-floated-by-jan-6-chairman/,1,"During an appearance on CNN’s State of the Union over the weekend, Rep. Bennie Thompson (D-Miss.) — who is the chairperson of the House committee investigating the Capitol riot — confirmed to host Dana Bash that the panel was prepared to issue criminal referrals targeting individuals including..."
https://bipartisanreport.com/2022/01/02/hero-d-c-officer-trashes-trump-supporters-for-jan-6-coup/,1,"During an appearance this weekend on MSNBC’s The Sunday Show, Capitol Police officer Harry Dunn spoke about his experiences of the violence of January 6, including the vitriolic racism that members of the crowd used against Dunn (who is Black) and other non-white personnel who were on the scene th..."
https://bipartisanreport.com/2022/01/02/schiff-issues-warning-to-trump-that-jan-6-committee-will-get-justice/,1,"The House committee investigating the Capitol riot is continuing its work to uncover the true breadth of the circumstances surrounding the attack on the Capitol by Trump supporters last January, including the involvement of former President Donald Trump himself. Rep. Adam Schiff (D-Calif.), a member..."
https://bipartisanreport.com/2022/01/04/donald-trump-devastated-by-additional-civil-lawsuits-over-jan-6/,1,"Three more D.C.-area police officers have filed lawsuits — with a single plaintiff on one and two on the other — against ex-President Trump for his role in inciting the violence of January 6. Both lawsuits seek the imposition of financial penalties on Trump, who drove the crowd with his lies tha..."
https://bipartisanreport.com/2022/01/04/partner-of-fallen-capitol-officer-demands-trump-face-justice/,1,"Sandra Garza, the partner of the late Capitol Police officer Brian Sicknick, said during a recent appearance on PBS that she believes that former President Donald Trump should be in jail in connection to his incitement of the violence at the Capitol last January. Sicknick’s death was ruled to be o..."
https://bipartisanreport.com/2022/01/04/qanon-cape-wearing-rioter-arrested-by-feds-for-jan-6-insurrection/,1,"Matthew Jay Webler was the 17th person from Georgia found and arrested for the Jan 6 insurrection. We could not really miss the screaming-yellow jacket and QAnon flag cape. The FBI arrested and charged him with a number of misdemeanors for actions at the Capitol. According to court records, Webler w..."
https://bipartisanreport.com/2022/01/05/jan-6-committee-chairman-targets-mike-pence-for-testimony/,1,"The targets of the House committee investigating the Capitol riot are getting closer to former President Donald Trump himself. Now, committee chairman Rep. Bennie Thompson (D-Miss.) has stated that he’d like to directly hear from former Vice President Mike Pence, who could provide critical firstha..."
